batch_id,plant_id,line_id,sku_id,production_start,planned_qty_units,actual_qty_units,defect_units,batch_status
B102222,P01,L030,SKU509,2024-02-12 03:28:00,12142,11755,434,Completed
B102223,P02,L027,SKU512,2024-10-01 19:10:00,12519,11982,1288,Completed
B102224,P02,L017,SKU513,2024-12-06 18:09:00,14662,14377,781,Completed
B102225,P03,L016,SKU511,2023-09-16 04:54:00,14224,14230,1769,Scrapped
B102226,P04,L010,SKU509,2025-04-12 11:23:00,3128,2952,148,Completed
B102227,P04,L025,SKU507,2024-08-09 12:50:00,11564,10928,364,Completed
B102228,P02,L003,SKU505,2024-01-29 21:42:00,15988,15679,489,Completed
B102229,P04,L009,SKU511,2024-07-18 09:55:00,16517,16748,542,Reworked
B102230,P03,L005,SKU504,2025-02-23 08:56:00,12728,12089,737,Scrapped
B102231,P01,L016,SKU504,2023-07-24 03:46:00,18134,17366,2115,Reworked
B102232,P04,L010,SKU513,2023-05-16 07:56:00,12551,12793,808,Completed
B102233,P01,L007,SKU508,2024-02-01 09:46:00,8888,8333,242,Completed
B102234,P03,L013,SKU505,2023-03-17 12:46:00,9967,9246,33,Completed
B102235,P04,L028,SKU512,2025-01-22 01:40:00,14420,14116,771,Completed
B102236,P01,L018,SKU514,2025-05-23 09:32:00,17956,16563,152,Completed
B102237,P02,L027,SKU504,2024-06-29 00:46:00,6137,5756,371,Reworked
B102238,P02,L030,SKU507,2025-05-31 20:45:00,7282,7152,143,Completed
B102239,P04,L029,SKU507,2023-03-03 20:44:00,13733,13540,548,Completed
B102240,P01,L012,SKU510,2024-07-23 06:57:00,15744,15288,1172,Scrapped
B102241,P03,L029,SKU514,2024-02-03 14:49:00,9184,8801,251,Reworked
B102242,P02,L030,SKU508,2023-09-07 15:06:00,13577,13273,891,Reworked
B102243,P01,L031,SKU511,2023-10-08 14:15:00,2122,2088,2,Completed
B102244,P03,L012,SKU508,2024-05-05 15:52:00,7251,7253,791,Completed
B102245,P04,L008,SKU513,2024-07-31 11:32:00,19199,19185,1672,Completed
B102246,P03,L019,SKU506,2023-05-28 14:36:00,12376,12208,190,Reworked
B102247,P01,L030,SKU505,2024-07-07 02:34:00,17631,17797,617,Scrapped
B102248,P01,L029,SKU506,2025-04-13 21:18:00,5917,5939,455,Reworked
B102249,P02,L019,SKU514,2023-01-10 08:35:00,7235,6752,210,Completed
B102250,P03,L005,SKU509,2025-03-01 12:32:00,19548,19854,1081,Scrapped
B102251,P03,L014,SKU502,2024-06-30 22:13:00,19959,20142,2937,Completed
B102252,P01,L023,SKU500,2023-11-04 23:56:00,17783,16931,343,Completed
B102253,P03,L018,SKU507,2024-10-23 08:45:00,7708,7106,226,Completed
B102254,P02,L012,SKU512,2024-07-10 00:12:00,16426,16104,357,Completed
B102255,P03,L011,SKU507,2024-11-22 20:34:00,10259,9888,621,Completed
B102256,P04,L002,SKU508,2023-03-15 03:50:00,17190,17103,1059,Completed
B102257,P03,L010,SKU511,2023-02-23 01:52:00,17322,16844,10,Completed
B102258,P01,L022,SKU507,2024-07-31 19:30:00,9827,9116,134,Completed
B102259,P04,L008,SKU513,2023-10-01 07:01:00,7482,7066,230,Reworked
B102260,P01,L032,SKU509,2023-08-03 10:39:00,19547,19708,234,Reworked
B102261,P04,L003,SKU510,2024-01-15 03:30:00,10109,9338,689,Completed
B102262,P01,L019,SKU511,2024-10-14 16:38:00,9770,9708,311,Completed
B102263,P03,L016,SKU509,2023-06-11 19:04:00,13980,13269,426,Reworked
B102264,P01,L027,SKU500,2025-05-25 21:00:00,18860,18204,57,Scrapped
B102265,P01,L029,SKU506,2024-01-14 15:51:00,4348,4231,39,Completed
B102266,P03,L018,SKU502,2023-05-16 12:31:00,19720,18635,903,Completed
B102267,P03,L021,SKU507,2023-03-06 00:23:00,9602,9459,153,Completed
B102268,P01,L023,SKU502,2025-02-10 12:53:00,2460,2433,83,Completed
B102269,P04,L017,SKU507,2023-04-12 21:29:00,7569,7027,76,Completed
B102270,P02,L006,SKU505,2024-01-13 01:35:00,10324,9884,338,Completed
B102271,P02,L014,SKU500,2024-08-24 19:48:00,14181,14102,703,Scrapped
B102272,P02,L008,SKU501,2024-04-06 18:52:00,12194,12098,1023,Reworked
B102273,P02,L015,SKU507,2023-08-25 07:33:00,4447,4333,156,Completed
B102274,P01,L020,SKU501,2023-04-08 03:14:00,10788,10763,567,Reworked
B102275,P02,L007,SKU512,2024-10-02 06:21:00,6189,5760,166,Completed
B102276,P01,L008,SKU511,2024-03-17 06:14:00,6851,6383,39,Scrapped
B102277,P01,L027,SKU510,2023-02-13 07:08:00,14804,14593,1422,Completed
B102278,P02,L013,SKU502,2023-06-13 01:52:00,16459,16283,361,Completed
B102279,P03,L007,SKU511,2024-05-21 10:23:00,4812,4818,396,Completed
B102280,P04,L023,SKU509,2023-06-01 13:07:00,12842,12047,118,Completed
B102281,P02,L023,SKU505,2023-12-19 07:17:00,9596,9324,610,Reworked
B102282,P02,L027,SKU500,2023-04-23 01:40:00,8059,7946,164,Scrapped
B102283,P04,L025,SKU507,2024-12-18 06:34:00,14831,13976,396,Completed
B102284,P03,L032,SKU511,2024-07-21 08:50:00,6478,6294,130,Reworked
B102285,P04,L019,SKU500,2024-12-06 13:21:00,15778,15523,173,Completed
B102286,P04,L010,SKU500,2023-02-17 04:56:00,9213,8673,448,Completed
B102287,P04,L028,SKU505,2023-12-05 00:05:00,3707,3549,49,Completed
B102288,P04,L009,SKU507,2023-08-29 20:30:00,16260,15310,488,Completed
B102289,P02,L010,SKU507,2024-07-14 10:37:00,17335,17513,730,Reworked
B102290,P02,L027,SKU506,2025-01-09 08:18:00,12135,11451,945,Completed
B102291,P02,L029,SKU503,2023-07-24 19:03:00,15031,14010,342,Scrapped
B102292,P01,L011,SKU500,2024-11-23 18:15:00,4655,4298,457,Completed
B102293,P03,L024,SKU500,2024-06-06 08:47:00,8107,7494,755,Completed
B102294,P03,L030,SKU501,2025-01-11 15:39:00,8298,7793,390,Reworked
B102295,P04,L026,SKU510,2023-03-15 03:19:00,15748,15445,1342,Reworked
B102296,P01,L001,SKU511,2025-06-10 19:55:00,8336,7683,44,Completed
B102297,P02,L022,SKU506,2024-01-27 03:27:00,15109,14333,615,Completed
B102298,P01,L006,SKU501,2023-09-10 01:46:00,7523,6964,83,Completed
B102299,P04,L028,SKU506,2023-06-14 10:55:00,12816,12308,532,Completed
B102300,P02,L003,SKU514,2025-06-05 10:04:00,5776,5341,97,Completed
B102301,P01,L032,SKU503,2025-03-06 01:02:00,12052,11820,938,Reworked
B102302,P03,L006,SKU507,2023-04-29 01:44:00,3454,3415,99,Completed
B102303,P04,L014,SKU508,2024-02-05 09:51:00,15224,15119,157,Completed
B102304,P04,L008,SKU504,2024-10-22 04:23:00,2523,2377,22,Completed
B102305,P01,L027,SKU506,2024-06-15 16:42:00,19986,20122,1504,Scrapped
B102306,P02,L013,SKU507,2023-06-20 03:08:00,17101,16913,787,Completed
B102307,P01,L024,SKU507,2023-11-21 08:14:00,12413,11490,445,Completed
B102308,P02,L003,SKU510,2023-11-28 07:45:00,18372,17712,142,Completed
B102309,P03,L015,SKU508,2023-09-17 20:48:00,16556,16502,233,Reworked
B102310,P02,L030,SKU500,2025-05-14 15:09:00,4569,4345,134,Completed
B102311,P01,L030,SKU500,2023-07-02 15:04:00,15396,14751,117,Completed
B102312,P03,L007,SKU506,2024-09-27 22:46:00,8791,8641,146,Completed
B102313,P01,L013,SKU513,2025-03-31 16:25:00,17404,16108,371,Scrapped
B102314,P01,L014,SKU500,2024-12-16 07:58:00,17548,17840,557,Reworked
B102315,P01,L019,SKU501,2024-12-20 12:27:00,19181,17981,523,Completed
B102316,P01,L018,SKU510,2023-05-23 22:18:00,10117,9334,31,Completed
B102317,P02,L004,SKU506,2023-04-30 22:26:00,5475,5039,157,Scrapped
B102318,P04,L025,SKU503,2024-12-05 15:03:00,4251,4080,290,Scrapped
B102319,P04,L008,SKU503,2024-11-03 01:15:00,4978,5019,228,Completed
B102320,P01,L011,SKU509,2024-10-29 16:54:00,19852,19891,106,Completed
B102321,P01,L027,SKU507,2024-01-12 16:15:00,12554,12694,684,Completed
B102322,P02,L023,SKU509,2024-04-16 02:23:00,8332,8110,5,Completed
B102323,P03,L013,SKU504,2023-01-14 20:34:00,10087,9732,226,Scrapped
B102324,P03,L030,SKU507,2023-09-19 22:12:00,5111,4899,48,Reworked
B102325,P04,L013,SKU512,2024-04-20 12:44:00,12273,11348,43,Completed
B102326,P02,L019,SKU504,2023-04-24 03:38:00,9662,9767,175,Completed
B102327,P01,L008,SKU505,2023-04-28 01:00:00,16364,15866,1289,Reworked
B102328,P01,L006,SKU502,2023-02-10 16:37:00,2380,2297,80,Completed
B102329,P01,L016,SKU509,2023-07-08 22:34:00,18770,18235,438,Completed
B102330,P01,L019,SKU500,2025-06-12 14:08:00,3091,3089,17,Completed
B102331,P04,L026,SKU503,2024-09-18 10:29:00,9513,8965,969,Scrapped
B102332,P02,L013,SKU510,2025-05-03 10:18:00,8131,8057,20,Completed
B102333,P04,L029,SKU500,2023-08-20 10:16:00,14922,14788,1380,Reworked
B102334,P03,L020,SKU514,2024-06-22 23:09:00,13847,13915,244,Scrapped
B102335,P03,L003,SKU506,2025-03-13 16:47:00,5542,5103,226,Completed
B102336,P02,L024,SKU505,2023-11-13 19:51:00,10833,10150,148,Reworked
B102337,P04,L019,SKU508,2024-08-14 10:52:00,11621,11238,144,Scrapped
B102338,P01,L013,SKU509,2024-09-15 13:13:00,10349,10401,669,Completed
B102339,P01,L015,SKU506,2025-01-19 01:19:00,2392,2431,110,Completed
B102340,P02,L010,SKU513,2025-05-22 12:44:00,5205,5098,127,Completed
B102341,P02,L020,SKU514,2024-07-07 16:05:00,11067,10416,62,Reworked
B102342,P03,L019,SKU503,2024-06-08 06:43:00,6688,6276,932,Reworked
B102343,P03,L015,SKU510,2025-02-20 23:09:00,11816,11626,642,Reworked
B102344,P03,L010,SKU504,2024-09-08 01:42:00,4946,4654,487,Completed
B102345,P02,L013,SKU514,2023-11-22 12:23:00,15238,14861,59,Reworked
B102346,P02,L016,SKU503,2024-07-21 02:59:00,5392,5410,95,Completed
B102347,P04,L016,SKU504,2024-05-09 05:26:00,13690,13128,93,Reworked
B102348,P01,L010,SKU510,2023-07-25 21:08:00,17059,16339,508,Completed
B102349,P03,L019,SKU511,2024-04-09 07:13:00,8451,7805,870,Scrapped
B102350,P03,L008,SKU501,2024-07-15 05:02:00,4510,4263,266,Scrapped
B102351,P04,L017,SKU508,2025-03-24 09:52:00,2103,2081,195,Completed
B102352,P03,L004,SKU505,2024-06-06 10:12:00,8489,8115,158,Reworked
B102353,P02,L016,SKU509,2023-05-29 10:10:00,4078,3816,172,Scrapped
B102354,P02,L026,SKU508,2025-06-07 21:08:00,17873,16632,491,Completed
B102355,P02,L027,SKU514,2024-06-04 06:06:00,19515,18139,473,Completed
B102356,P02,L023,SKU514,2023-09-16 09:28:00,19651,19374,251,Completed
B102357,P01,L024,SKU509,2024-11-09 23:42:00,18601,18252,230,Completed
B102358,P03,L003,SKU510,2023-12-13 05:34:00,12560,12206,261,Reworked
B102359,P01,L011,SKU513,2023-11-30 01:04:00,7851,7615,471,Reworked
B102360,P03,L021,SKU502,2025-01-25 11:51:00,10037,9387,482,Completed
B102361,P04,L026,SKU510,2025-02-19 19:45:00,6659,6459,10,Completed
B102362,P04,L019,SKU511,2024-04-16 12:47:00,17124,15856,179,Completed
B102363,P01,L028,SKU501,2023-12-02 17:07:00,9855,9979,787,Completed
B102364,P04,L009,SKU513,2025-02-15 22:45:00,8932,8269,59,Completed
B102365,P01,L005,SKU510,2023-06-05 23:28:00,14418,13875,846,Reworked
B102366,P02,L003,SKU505,2024-11-03 11:26:00,8728,8030,490,Completed
B102367,P01,L019,SKU507,2024-06-09 15:26:00,8422,8410,116,Completed
B102368,P01,L022,SKU507,2025-02-07 15:37:00,6091,5704,486,Scrapped
B102369,P01,L010,SKU513,2024-01-14 12:16:00,3211,3251,61,Completed
B102370,P01,L026,SKU514,2025-01-18 19:46:00,2683,2480,108,Completed
B102371,P04,L024,SKU512,2023-01-14 16:06:00,9250,9269,531,Completed
B102372,P01,L012,SKU509,2024-11-13 10:34:00,19914,19628,891,Completed
B102373,P02,L008,SKU501,2023-03-04 20:30:00,6690,6321,194,Completed
B102374,P03,L024,SKU513,2024-08-01 03:53:00,13539,12729,497,Scrapped
B102375,P04,L022,SKU502,2023-06-25 17:59:00,7848,7500,555,Completed
B102376,P04,L006,SKU502,2025-05-17 02:55:00,7448,7469,629,Reworked
B102377,P01,L009,SKU501,2024-11-23 09:31:00,4933,4963,332,Completed
B102378,P04,L016,SKU514,2023-04-05 03:43:00,12141,11382,419,Completed
B102379,P03,L017,SKU507,2025-03-13 20:03:00,13859,13240,231,Scrapped
B102380,P01,L006,SKU503,2023-08-15 17:56:00,8303,7835,41,Reworked
B102381,P02,L031,SKU501,2024-05-06 01:50:00,11479,10701,331,Completed
B102382,P04,L013,SKU506,2023-03-18 17:55:00,10570,10407,153,Scrapped
B102383,P02,L013,SKU510,2023-04-06 00:12:00,6875,6562,254,Scrapped
B102384,P01,L002,SKU514,2023-08-06 04:23:00,14450,13619,602,Completed
B102385,P04,L029,SKU508,2024-04-25 23:26:00,11969,12047,422,Scrapped
B102386,P04,L008,SKU509,2024-05-03 14:32:00,3185,3168,84,Completed
B102387,P04,L032,SKU512,2025-02-09 01:04:00,10868,10839,597,Completed
B102388,P04,L016,SKU513,2023-05-29 15:01:00,9008,8322,303,Scrapped
B102389,P04,L028,SKU504,2024-11-05 12:43:00,16327,16514,19,Scrapped
B102390,P02,L006,SKU514,2023-01-06 07:00:00,7519,7349,198,Scrapped
B102391,P01,L006,SKU507,2023-09-19 23:43:00,19207,18638,1902,Completed
B102392,P03,L026,SKU513,2023-06-07 12:14:00,13070,12038,39,Completed
B102393,P01,L027,SKU501,2023-04-22 12:02:00,4352,4394,86,Reworked
B102394,P02,L018,SKU501,2024-06-10 01:43:00,9260,9022,652,Completed
B102395,P03,L002,SKU513,2025-03-21 14:43:00,17910,17955,506,Scrapped
B102396,P04,L031,SKU510,2024-08-23 06:41:00,6582,6486,290,Scrapped
B102397,P02,L013,SKU502,2025-02-07 16:19:00,14686,14681,117,Scrapped
B102398,P02,L030,SKU513,2024-06-16 07:10:00,16100,15927,673,Scrapped
B102399,P03,L028,SKU501,2023-02-18 08:15:00,14465,14639,198,Completed
B102400,P01,L028,SKU510,2023-11-08 09:20:00,3626,3417,307,Scrapped
B102401,P03,L023,SKU503,2025-01-11 07:22:00,8737,8214,91,Completed
B102402,P03,L022,SKU501,2023-02-09 18:55:00,8267,8194,660,Completed
B102403,P03,L018,SKU512,2023-03-29 11:47:00,8190,7945,45,Completed
B102404,P02,L001,SKU512,2025-01-20 10:07:00,17821,17463,705,Reworked
B102405,P04,L013,SKU501,2023-02-26 22:55:00,2101,2081,164,Scrapped
B102406,P02,L024,SKU501,2025-05-13 11:59:00,11702,11406,443,Reworked
B102407,P03,L026,SKU509,2024-11-13 17:46:00,19679,19654,1290,Completed
B102408,P02,L018,SKU500,2024-08-21 14:29:00,17759,16904,156,Reworked
B102409,P01,L023,SKU511,2024-04-27 16:18:00,12917,12993,408,Completed
B102410,P03,L001,SKU513,2023-03-22 09:44:00,19962,18579,622,Completed
B102411,P01,L015,SKU511,2024-01-09 02:14:00,9241,9087,201,Completed
B102412,P04,L017,SKU503,2024-12-27 23:33:00,13004,13121,142,Completed
B102413,P03,L029,SKU502,2025-03-24 11:25:00,11787,11141,404,Completed
B102414,P02,L010,SKU510,2024-02-07 06:48:00,2851,2716,131,Scrapped
B102415,P02,L008,SKU500,2025-01-25 08:57:00,2729,2594,43,Completed
B102416,P03,L012,SKU508,2024-11-29 22:27:00,18143,17715,1302,Completed
B102417,P02,L006,SKU506,2023-02-21 20:40:00,5125,4926,708,Completed
B102418,P02,L018,SKU511,2024-07-12 03:46:00,8386,7805,219,Completed
B102419,P02,L021,SKU503,2024-07-08 11:29:00,13220,13340,58,Completed
B102420,P02,L026,SKU511,2024-05-03 14:11:00,12359,11623,271,Reworked
B102421,P04,L032,SKU510,2024-11-26 00:58:00,11256,10956,894,Completed
B102422,P01,L003,SKU503,2025-03-11 13:10:00,19625,19222,31,Completed
B102423,P04,L008,SKU505,2024-05-10 10:35:00,16167,14939,160,Completed
B102424,P02,L010,SKU500,2023-10-16 08:21:00,18951,17616,739,Completed
B102425,P03,L008,SKU506,2025-06-03 16:55:00,13857,14094,638,Completed
B102426,P01,L027,SKU503,2025-05-17 06:22:00,19624,19358,686,Completed
B102427,P02,L005,SKU501,2024-09-09 10:37:00,12825,11842,401,Completed
B102428,P04,L001,SKU508,2024-07-30 13:45:00,11751,11744,196,Reworked
B102429,P02,L028,SKU508,2023-04-04 17:29:00,16674,16188,754,Reworked
B102430,P01,L031,SKU501,2023-12-28 10:54:00,17638,16359,1306,Completed
B102431,P03,L008,SKU502,2023-06-28 11:14:00,3228,3189,36,Completed
B102432,P01,L011,SKU501,2024-04-08 09:42:00,18390,17837,1026,Completed
B102433,P02,L017,SKU510,2025-01-13 14:54:00,14435,13576,382,Completed
B102434,P02,L017,SKU505,2023-07-22 01:51:00,18157,18298,1120,Completed
B102435,P03,L032,SKU501,2025-06-16 01:56:00,14880,14123,750,Completed
B102436,P03,L013,SKU502,2023-04-27 13:50:00,18684,17720,877,Completed
B102437,P03,L001,SKU514,2023-03-30 12:07:00,6952,6585,298,Completed
B102438,P04,L014,SKU503,2025-05-27 00:35:00,5377,5359,1089,Completed
B102439,P01,L018,SKU510,2023-04-01 07:06:00,5521,5469,419,Scrapped
B102440,P02,L017,SKU507,2024-10-23 15:58:00,6538,6605,666,Completed
B102441,P01,L017,SKU502,2024-11-18 01:09:00,5849,5515,563,Scrapped
B102442,P01,L030,SKU504,2023-10-25 02:20:00,9949,9935,71,Scrapped
B102443,P01,L026,SKU500,2023-02-27 22:03:00,5566,5439,365,Completed
B102444,P03,L009,SKU511,2023-10-05 15:15:00,4847,4608,107,Completed
B102445,P04,L012,SKU505,2023-03-03 16:53:00,11428,10554,254,Completed
B102446,P04,L022,SKU507,2024-08-28 00:23:00,16280,16310,248,Completed
B102447,P03,L014,SKU502,2025-03-10 22:26:00,4441,4192,15,Completed
B102448,P04,L014,SKU512,2025-06-16 09:01:00,11203,11014,410,Completed
B102449,P01,L006,SKU503,2024-12-21 09:42:00,13867,13518,696,Reworked
B102450,P04,L009,SKU508,2024-11-28 04:05:00,14700,13530,664,Completed
B102451,P04,L024,SKU513,2025-03-04 09:45:00,3891,3966,26,Completed
B102452,P01,L027,SKU510,2024-11-23 21:16:00,15207,15228,129,Completed
B102453,P02,L026,SKU509,2024-08-08 11:05:00,2484,2406,129,Scrapped
B102454,P04,L010,SKU513,2025-06-15 15:05:00,6264,6189,319,Scrapped
B102455,P02,L005,SKU502,2023-10-18 06:47:00,7747,7496,213,Completed
B102456,P04,L006,SKU514,2024-01-07 11:39:00,17354,17257,689,Completed
B102457,P04,L013,SKU508,2025-03-26 16:21:00,5453,5090,276,Scrapped
B102458,P02,L017,SKU506,2023-10-07 22:06:00,16083,15514,753,Completed
B102459,P01,L029,SKU503,2023-09-26 20:25:00,19795,18875,838,Completed
B102460,P02,L029,SKU511,2023-05-17 21:01:00,19278,18621,406,Completed
B102461,P01,L001,SKU514,2023-09-05 23:02:00,7453,7192,374,Completed
B102462,P02,L023,SKU510,2024-06-18 06:41:00,3722,3477,16,Scrapped
B102463,P03,L010,SKU500,2025-03-08 18:14:00,5997,6102,26,Completed
B102464,P02,L007,SKU507,2023-05-03 15:17:00,15838,14595,363,Completed
B102465,P01,L018,SKU510,2024-09-04 17:46:00,5541,5103,34,Completed
B102466,P02,L002,SKU505,2024-11-20 16:56:00,13620,13039,854,Completed
B102467,P03,L011,SKU511,2025-03-17 02:31:00,8729,8572,470,Scrapped
B102468,P01,L018,SKU510,2024-11-06 01:02:00,15803,14822,361,Completed
B102469,P01,L009,SKU501,2023-05-21 07:28:00,12905,12560,218,Completed
B102470,P04,L019,SKU508,2024-03-16 00:31:00,12539,12442,1288,Reworked
B102471,P01,L015,SKU502,2025-05-07 01:36:00,16075,14940,1236,Completed
B102472,P02,L026,SKU507,2025-03-28 13:42:00,19187,19540,1254,Completed
B102473,P01,L006,SKU505,2024-07-05 11:13:00,8562,8165,218,Scrapped
B102474,P01,L002,SKU512,2025-05-16 20:54:00,11519,11337,1253,Completed
B102475,P02,L017,SKU513,2024-08-24 05:33:00,13267,12352,591,Completed
B102476,P03,L009,SKU506,2023-02-28 09:38:00,16815,16662,113,Completed
B102477,P01,L023,SKU508,2025-04-02 15:42:00,10677,10720,864,Completed
B102478,P01,L003,SKU509,2023-06-01 07:57:00,8741,8133,345,Completed
B102479,P01,L019,SKU509,2023-12-09 16:15:00,17236,16074,114,Completed
B102480,P03,L032,SKU509,2023-08-03 06:59:00,19157,18162,193,Completed
B102481,P04,L003,SKU511,2024-10-09 14:49:00,12242,11277,92,Completed
B102482,P01,L010,SKU514,2023-01-27 23:41:00,3862,3933,177,Completed
B102483,P02,L028,SKU512,2024-07-30 07:21:00,7218,7072,221,Scrapped
B102484,P02,L018,SKU502,2025-02-16 22:38:00,10333,10134,180,Completed
B102485,P02,L006,SKU507,2024-12-09 23:27:00,14664,14897,585,Completed
B102486,P01,L007,SKU506,2023-10-04 07:00:00,14055,14100,160,Completed
B102487,P01,L025,SKU507,2025-03-18 05:57:00,16761,16784,151,Reworked
B102488,P03,L028,SKU507,2023-11-22 20:04:00,2539,2422,15,Completed
B102489,P02,L012,SKU510,2024-09-04 01:18:00,10377,9894,380,Completed
B102490,P02,L016,SKU506,2024-04-01 00:06:00,14619,13875,271,Completed
B102491,P02,L026,SKU503,2023-03-02 21:00:00,19769,18872,1323,Completed
B102492,P04,L006,SKU506,2023-01-03 15:24:00,4562,4365,374,Completed
B102493,P03,L007,SKU512,2023-06-14 19:49:00,17823,16646,862,Reworked
B102494,P02,L025,SKU504,2025-04-21 04:30:00,2139,2044,95,Reworked
B102495,P01,L006,SKU500,2025-05-08 13:55:00,5545,5349,100,Reworked
B102496,P04,L025,SKU514,2024-01-05 02:16:00,17245,16398,785,Completed
B102497,P04,L016,SKU502,2025-05-21 18:51:00,16161,15135,880,Completed
B102498,P01,L032,SKU509,2023-02-14 12:14:00,19509,18676,80,Reworked
B102499,P04,L002,SKU512,2025-05-20 16:07:00,12817,12408,256,Completed
B102500,P03,L031,SKU504,2023-07-27 19:47:00,13087,12983,623,Completed
B102501,P01,L008,SKU505,2023-02-03 02:52:00,11626,11522,103,Completed
B102502,P04,L002,SKU504,2024-11-13 01:56:00,11210,10540,405,Scrapped
B102503,P01,L024,SKU502,2023-12-11 04:52:00,11250,10391,111,Reworked
B102504,P01,L018,SKU502,2023-09-21 02:22:00,7265,6904,45,Reworked
B102505,P01,L027,SKU502,2024-11-14 16:55:00,17361,16244,721,Completed
B102506,P02,L004,SKU506,2023-10-27 18:07:00,8419,8078,110,Reworked
B102507,P03,L003,SKU507,2024-11-08 14:20:00,12995,13228,215,Completed
B102508,P02,L019,SKU500,2023-06-25 17:17:00,14046,13176,466,Scrapped
B102509,P01,L029,SKU512,2023-03-19 07:37:00,11678,11116,121,Completed
B102510,P01,L013,SKU510,2023-10-20 10:17:00,13005,12907,314,Scrapped
B102511,P04,L026,SKU501,2024-07-02 12:57:00,2879,2795,50,Reworked
B102512,P04,L029,SKU512,2023-07-22 11:31:00,7687,7105,48,Scrapped
B102513,P04,L028,SKU500,2023-05-09 13:59:00,10069,9426,260,Completed
B102514,P01,L017,SKU508,2024-11-05 05:38:00,9095,9218,672,Completed
B102515,P04,L023,SKU506,2024-03-19 21:19:00,18344,17065,930,Reworked
B102516,P03,L017,SKU507,2024-01-24 07:27:00,18148,17848,352,Reworked
B102517,P03,L022,SKU514,2023-08-04 17:12:00,14811,14799,438,Reworked
B102518,P01,L019,SKU513,2023-01-16 22:13:00,8341,7895,14,Reworked
B102519,P04,L017,SKU504,2023-02-17 20:16:00,2917,2895,97,Completed
B102520,P02,L014,SKU508,2024-09-05 08:18:00,15592,14609,367,Scrapped
B102521,P01,L021,SKU514,2023-03-14 00:25:00,17911,16988,239,Completed
B102522,P01,L025,SKU510,2023-08-11 05:38:00,10813,10285,326,Scrapped
B102523,P02,L030,SKU513,2025-03-30 19:17:00,16880,17211,1331,Completed
B102524,P01,L020,SKU506,2023-11-06 13:52:00,18752,17654,506,Completed
B102525,P02,L004,SKU504,2024-11-01 04:21:00,11840,11045,114,Completed
B102526,P02,L019,SKU507,2023-11-05 23:46:00,5772,5844,180,Scrapped
B102527,P04,L011,SKU512,2025-04-18 15:23:00,2403,2249,132,Scrapped
B102528,P01,L001,SKU513,2025-01-09 16:13:00,15625,15748,1413,Completed
B102529,P03,L003,SKU510,2024-02-27 23:46:00,12123,11941,410,Completed
B102530,P04,L019,SKU510,2024-09-07 23:13:00,4766,4659,300,Completed
B102531,P04,L031,SKU507,2024-01-07 23:07:00,2982,2967,18,Completed
B102532,P04,L017,SKU504,2025-04-29 23:10:00,19450,19306,600,Reworked
B102533,P01,L015,SKU506,2023-11-19 13:35:00,7766,7230,320,Completed
B102534,P04,L003,SKU507,2025-01-22 19:29:00,7887,8044,391,Completed
B102535,P04,L022,SKU512,2024-07-08 16:13:00,13320,13508,619,Reworked
B102536,P02,L002,SKU508,2024-08-02 07:37:00,8559,8641,207,Completed
B102537,P02,L027,SKU511,2023-11-13 09:40:00,18432,18104,487,Completed
B102538,P03,L027,SKU500,2025-01-19 14:03:00,14256,13860,336,Completed
B102539,P02,L032,SKU511,2024-11-02 15:30:00,8440,8217,564,Reworked
B102540,P02,L010,SKU507,2025-01-03 18:18:00,6799,6265,251,Completed
B102541,P04,L006,SKU514,2024-12-22 04:27:00,17480,16954,2340,Completed
B102542,P04,L010,SKU507,2023-05-22 20:20:00,12651,12428,926,Completed
B102543,P02,L026,SKU507,2025-02-27 06:14:00,18530,18268,872,Completed
B102544,P04,L008,SKU501,2025-01-27 15:49:00,8211,7826,532,Reworked
B102545,P02,L029,SKU512,2023-08-07 12:30:00,2378,2299,20,Completed
B102546,P04,L005,SKU510,2025-06-02 11:41:00,18184,17886,1211,Completed
B102547,P03,L002,SKU512,2024-04-19 07:40:00,6309,6074,135,Scrapped
B102548,P02,L008,SKU501,2023-10-17 17:18:00,17218,17497,1334,Reworked
B102549,P01,L025,SKU503,2023-07-21 02:24:00,14777,14637,320,Reworked
B102550,P03,L020,SKU513,2023-11-25 05:52:00,6172,5679,149,Reworked
B102551,P02,L012,SKU500,2023-02-03 19:12:00,15623,14409,1579,Completed
B102552,P01,L021,SKU507,2024-09-13 15:14:00,3468,3429,25,Completed
B102553,P01,L021,SKU506,2024-09-29 01:01:00,9063,8711,285,Completed
B102554,P04,L018,SKU514,2024-08-24 00:00:00,8418,8451,595,Scrapped
B102555,P01,L017,SKU512,2024-05-09 01:59:00,13821,12954,401,Scrapped
B102556,P04,L004,SKU513,2023-11-23 11:16:00,11621,10707,349,Reworked
B102557,P04,L009,SKU504,2024-10-13 12:49:00,13018,12481,1262,Scrapped
B102558,P01,L017,SKU508,2025-02-23 05:51:00,10571,10503,571,Scrapped
B102559,P03,L005,SKU510,2023-03-20 20:39:00,15315,15578,459,Completed
B102560,P03,L016,SKU514,2023-12-11 14:13:00,4881,4921,136,Reworked
B102561,P02,L004,SKU500,2025-06-14 23:21:00,14935,14463,4,Reworked
B102562,P03,L026,SKU514,2025-02-14 18:31:00,2900,2903,106,Completed
B102563,P02,L004,SKU505,2025-06-13 21:55:00,3545,3286,36,Scrapped
B102564,P02,L003,SKU501,2023-06-14 23:08:00,15025,14682,656,Completed
